order_id,order_date,customer_id,product_id,product_name,category,quantity,price,revenue,region
dfceff81-3055-4e67-839f-8dfe41854d8c,2024-09-23,77.0,1009,Tapis,Maison,4.0,1144.95,,Europe
2244e26f-51dd-419c-ad8f-1c4eee09ebf5,2024-11-25,414.0,1015,Vélo,Sports,1.0,547.66,,Afrique
b3ff827b-b25b-479c-b2de-13978fc3aa5c,2022-09-18,470.0,1007,Chaise,Maison,2.0,731.56,,Amérique du Nord
d42ac9ff-a26e-4ac0-9f4d-17d63a580b34,2023-09-30,372.0,1017,Raquette de Tennis,Sports,3.0,715.55,,Amérique du Sud
4e96421f-7d4c-4f3c-a9d8-0c718f2dec12,2025-03-28,14.0,1019,Altères,Sports,0.0,1393.73,,Asie
6742533e-3ef7-47fe-835f-f35235ac7752,2024-08-19,186.0,1012,Robe,Vêtements,-1.0,778.78,,Amérique du Nord
1906efb5-ba32-464f-b14e-5d14d6bca352,2024-10-15,,1002,Casque Audio,Électronique,-1.0,833.11,,Asie
6a39f387-e72a-4a09-b5a5-59b19a388f71,2022-09-15,108.0,1022,Fond de Teint,Beauté,1.0,1358.6,,Eurpoe
9e029c5b-00d0-47b6-a083-c25c2f241b3b,2024-02-29,503.0,1007,Chaise,Maison,5.0,325.28,,Amérique du Sud
61b46e19-492d-4cff-8a0f-48849d40603a,2023-04-19,500.0,1018,Ballon de Foot,Sports,,712.09,,Asiae
d06a3f70-cdfa-46a0-9f18-69033386ba94,2022-12-19,105.0,1003,Tablette,Électronique,0.0,619.6,,Europe
72340788-5bf5-46e3-a731-d4a3d19deed4,2022-10-26,56.0,1020,Parfum,Beauté,2.0,1093.68,,Amérique du Nord
09695459-2555-41dc-96cf-d4b51d41a3bf,2022-08-05,59.0,1006,Table,Maison,,279.31,,North America
c9aa95d8-f055-4c6a-ad95-927cdc0278c8,2022-09-25,103.0,1002,Casque Audio,Électronique,,1284.67,,Amérique du Nord
5f9aaa6d-47b6-4292-87b0-fccf0fc9d2a4,2024-03-27,42.0,1017,Raquette de Tennis,Sports,1.0,1389.92,,Asie
2358dc77-a4be-4943-b005-2ccb195f5f57,2024-05-13,441.0,1015,Vélo,Sports,,604.56,,Europe
730c97b4-a10a-4d6a-880a-23dc4fc8b369,2024-11-24,524.0,1000,Smartphone,Électronique,0.0,1177.19,,North America
c4c54dd7-fe75-434d-aaba-503294a5b65b,2023-04-27,115.0,1022,Fond de Teint,Beauté,,448.58,,Europe
6a4e3c80-ae0e-4e76-a38f-b5ae4955ecb1,2023-10-05,179.0,1017,Raquette de Tennis,Sports,1.0,90.46,,North America
7a7a7d8c-0733-4980-b4ec-b66af045062a,2023-04-16,334.0,1016,Tapis de Yoga,Sports,3.0,764.2,,Amérique du Sud
b1152eac-2f48-49d4-87d4-83849a58fbbf,2023-11-01,516.0,1002,Casque Audio,Électronique,4.0,1412.69,,Asie
4a7410d7-b084-41db-8ef4-a1ee9a9675de,2024-11-02,587.0,1001,Laptop,Électronique,2.0,877.59,,Eurpoe
8e3bf197-b7ac-4c34-93be-e5b10ba14696,2024-01-25,183.0,1006,Table,Maison,-1.0,596.7,,Afrique
441b0991-40f9-4f70-ae76-ff1408b2f881,2023-06-28,538.0,1024,Shampoing,Beauté,2.0,0.0,,Amérique du Nord
f11ed74e-ca97-4409-aa64-cf09941a64b7,2023-06-29,45.0,1006,Table,Maison,5.0,526.77,,Amérique du Nord
1b70db61-2f7f-4c0c-979b-34e3b9a13429,2023-05-04,173.0,1011,T-shirt,Vêtements,5.0,1251.45,,Afrique
8bf7d0a5-c35d-4051-aed0-12841c63d50f,2024-08-24,558.0,1020,Parfum,Beauté,1.0,834.13,,Amérique du Nord
c2f2cf7d-1b64-4eec-ae8f-5bdad78661e1,2025-02-11,128.0,1004,Caméra,Électronique,5.0,165.02,,Amérique du Sud
cdd9e9e3-dabd-478d-9613-0a4468ac6aa9,2022-06-22,321.0,1019,Altères,Sports,4.0,309.38,,Afrique
54665c66-ff30-40f1-b48c-91fb4a3a167a,2022-12-04,565.0,1008,Lampe,Maison,1.0,638.25,,Afrique
b3bee483-7262-4fae-81c4-a9df9843640a,2025-03-21,241.0,1010,Jean,Vêtements,3.0,396.62,,North America
faa258ce-02fd-4d0b-9195-ea1758913eba,2022-07-24,528.0,1013,Veste,Vêtements,1.0,1417.85,,Amérique du Sud
d71d7c23-476d-4cab-80eb-242edb90f3ad,2024-09-24,464.0,1011,T-shirt,Vêtements,3.0,67.53,,Eurpoe
05dca230-1fb2-4aba-b80f-d7bbc6ec1356,2025-03-01,246.0,1001,Laptop,Électronique,-1.0,378.05,,Amérique du Nord
496f17dc-7b44-4423-9e7f-4ae0eb2b1854,2022-07-10,503.0,1017,Raquette de Tennis,Sports,0.0,1125.47,,Asie
d8b1868f-7a68-4a3a-8553-9b1bf9880e6e,2023-12-28,189.0,1005,Canapé,Maison,0.0,1106.16,,Eurpoe
03917afb-aa00-40fe-b619-6ad9649ed112,2023-06-23,260.0,1013,Veste,Vêtements,4.0,1182.12,,Amérique du Nord
8fbcac51-56c2-47c4-b763-63a8558b13c3,2023-02-25,146.0,1001,Laptop,Électronique,,1225.8,,North America
30720ef5-4a60-406a-86a2-a279e8337079,2023-11-06,208.0,1007,Chaise,Maison,4.0,293.73,,Eurpoe
2b8f8b37-9c38-4885-80bb-1861b807f645,2023-06-13,364.0,1002,Casque Audio,Électronique,5.0,766.56,,Eurpoe
cf9a3d67-b114-4dbb-880a-99cce523bbb1,2023-02-03,281.0,1003,Tablette,Électronique,5.0,1443.99,,Afrique
2268246e-72d5-4224-9ed4-1fcec3b70ff8,2023-04-30,197.0,1019,Altères,Sports,0.0,1180.71,,Asiae
b1e26942-7021-4914-a210-0838ee41dbeb,2024-02-18,229.0,1016,Tapis de Yoga,Sports,2.0,867.0,,Afrique
6ec1a328-f743-41c2-9391-e6889ba15797,2024-08-23,135.0,1013,Veste,Vêtements,1.0,1210.73,,Asie
70fda38b-5343-4d9d-a688-7d2ed05f65c7,2024-10-20,60.0,1002,Casque Audio,Électronique,-1.0,996.76,,Amérique du Nord
f28cf695-120c-4dc2-b120-d47a44655a09,2023-05-24,274.0,1009,Tapis,Maison,5.0,492.64,,Afrique
d6ff8d16-9762-42a9-be3c-2fb13c6fdced,2025-03-30,249.0,1006,Table,Maison,0.0,571.82,,Amérique du Sud
887c04cc-10c2-432b-ac13-96ce04d87111,2025-02-22,252.0,1009,Tapis,Maison,0.0,5.61,,Afrique
d4667a37-fdd6-4cbf-994d-fe0557d7d57b,2024-06-03,397.0,1018,Ballon de Foot,Sports,-1.0,666.03,,Asie
8733ffd6-1d51-4baf-acc9-1014f18248a7,2025-02-13,502.0,1023,Rouge à Lèvres,Beauté,3.0,429.26,,Eurpoe
7a4158e1-bfea-4027-83f3-96ad94bbbb6f,2023-05-22,552.0,1024,Shampoing,Beauté,4.0,340.84,,Asie
dc1dcb53-c01a-4c3d-932c-4a289efd740d,2025-03-25,586.0,1001,Laptop,Électronique,4.0,918.85,,Amérique du Nord
904c4f39-8791-4ec0-be89-a02ca62f17a7,2025-03-11,378.0,1020,Parfum,Beauté,4.0,579.05,,Asiae
8e790b3a-968e-4a06-aee5-f43e03f734a5,2022-11-28,496.0,1020,Parfum,Beauté,1.0,1291.36,,Amérique du Nord
e082ba01-3bf5-4734-ab6d-5e14eec55180,2022-08-22,178.0,1007,Chaise,Maison,3.0,1045.39,,North America
b837b8f3-3c18-4b1e-9543-52a9dfab6471,2023-08-23,466.0,1007,Chaise,Maison,2.0,1203.12,,Eurpoe
c4c6508b-5c3c-482f-9b5d-a4006c93dab2,2025-03-09,597.0,1014,Pull,Vêtements,0.0,824.07,,Amérique du Sud
e07aa457-ae30-44f8-8256-aebbcef26c45,2024-02-18,11.0,1015,Vélo,Sports,,374.62,,Afrique
e5239c62-aa15-435d-91cc-56cb224d5286,2024-04-13,390.0,1016,Tapis de Yoga,Sports,,415.52,,Amérique du Nord
8e70bc12-d6d2-4e7a-ba76-9b490d956289,2023-07-28,306.0,1007,Chaise,Maison,5.0,1340.08,,Amérique du Nord
f1ff3b9f-b8c5-4c3c-b904-0a89d1b093a5,2023-02-07,160.0,1007,Chaise,Maison,0.0,1061.1,,Amérique du Nord
296e81ed-c5b5-482e-8aa2-0589105d103d,2025-04-20,487.0,1010,Jean,Vêtements,,314.22,,Asiae
2a4155d9-6676-4b21-ae83-2747ac15ab26,2024-07-30,466.0,1024,Shampoing,Beauté,1.0,1149.56,,Asiae
0fdde514-ced8-406e-ba7d-6d7721d6d073,2022-11-06,482.0,1011,T-shirt,Vêtements,5.0,1280.9,,Asiae
b9acbb2a-c46c-4bc7-aad6-38500310a77b,2023-07-21,449.0,1023,Rouge à Lèvres,Beauté,4.0,413.04,,North America
3fa2d5ad-3a7a-470f-a64f-9240d5d5aff4,2023-05-17,505.0,1010,Jean,Vêtements,0.0,1261.56,,Amérique du Sud
c1830804-b8df-4a26-837a-296b370ea404,2022-08-19,468.0,1017,Raquette de Tennis,Sports,1.0,889.88,,Europe
391c2295-d438-418e-b5c6-bf122b3cc803,2025-04-20,5.0,1013,Veste,Vêtements,3.0,276.68,,Afrique
80abd6f3-92b8-49bf-b112-71cb03302841,2025-03-11,118.0,1006,Table,Maison,,1143.04,,Asiae
0f4ce328-5d18-424c-a880-87dd7537b1db,2023-09-12,307.0,1013,Veste,Vêtements,5.0,708.11,,Europe
cb598f99-252a-4c2f-a232-ed5b645e15ce,2023-11-11,403.0,1011,T-shirt,Vêtements,4.0,1172.94,,Europe
8765717d-d520-4add-a1d8-d3943f83d631,2022-11-10,330.0,1007,Chaise,Maison,4.0,933.9,,Asie
13ecf710-444c-4297-8287-6554661d0afe,2023-10-08,216.0,1021,Crème Hydratante,Beauté,2.0,330.86,,Afrique
f1746560-5b56-4c5e-97b6-0bea6cff9ba8,2024-02-15,152.0,1005,Canapé,Maison,2.0,249.83,,Afrique
3c947ae9-10e2-49b0-8943-5d4308c14226,2023-06-15,34.0,1000,Smartphone,Électronique,5.0,1362.5,,Asiae
6d4a3bbd-5b5d-4dc4-9b31-4b1033fb29da,2023-05-03,131.0,1022,Fond de Teint,Beauté,4.0,1037.47,,Asie
82699ac9-33b6-481b-bfbc-560eb0824bce,2024-02-27,258.0,1024,Shampoing,Beauté,5.0,902.62,,Amérique du Nord
831e8943-d2bf-4f41-992f-a405cf64f676,2022-05-31,284.0,1018,Ballon de Foot,Sports,1.0,645.43,,Eurpoe
7c58ff4a-73ef-4250-93dc-a912af9fac98,2023-04-15,503.0,1020,Parfum,Beauté,-1.0,632.99,,North America
4730e1e1-3dec-4188-9034-44c53e4cd2fb,2023-08-07,426.0,1011,T-shirt,Vêtements,,656.05,,Afrique
067ab69d-de01-439b-9db4-7558a0e035ae,2023-06-29,206.0,1017,Raquette de Tennis,Sports,,1239.47,,Afrique
da702e95-d77b-44c8-980e-93fd4617b1ac,2024-08-20,478.0,1007,Chaise,Maison,2.0,678.95,,North America
7ff6789e-06c8-42de-aba7-fabdd0bd7b02,2023-12-28,343.0,1021,Crème Hydratante,Beauté,0.0,743.99,,Eurpoe
4714c7c6-59ab-4ea4-9cfa-7afd464d9573,2022-08-02,360.0,1006,Table,Maison,-1.0,513.81,,Afrique
42cd1bfb-4a01-49e4-9b82-76860a5d51be,2024-09-30,498.0,1016,Tapis de Yoga,Sports,4.0,1081.51,,North America
0efc7b80-2f23-4de2-83d9-97498a818232,2024-12-31,586.0,1007,Chaise,Maison,,738.78,,Europe
b6c508ba-d364-41fc-a171-58a966673f38,2024-01-01,331.0,1007,Chaise,Maison,0.0,462.78,,Eurpoe
7e0a50bf-2168-4326-8479-cc9c0aeaf8b1,2024-01-13,110.0,1016,Tapis de Yoga,Sports,-1.0,1120.17,,Eurpoe
f4dfe528-0a4d-4223-93ad-1ad0abe28e03,2023-02-04,62.0,1014,Pull,Vêtements,5.0,349.65,,Asie
1491bec1-6a62-4f33-a6eb-f84d6f1a43e1,2024-06-11,580.0,1023,Rouge à Lèvres,Beauté,3.0,1109.21,,Afrique
090fd2d0-4479-442b-a03b-454a40345998,2024-03-02,58.0,1024,Shampoing,Beauté,5.0,1249.78,,Afrique
7bb73e28-c1f5-46c0-baba-118e9ba03642,2025-04-25,269.0,1005,Canapé,Maison,5.0,803.53,,Afrique
70f0a4a5-8c14-4d9a-93af-2d5dc364ad9b,2024-10-31,394.0,1001,Laptop,Électronique,5.0,193.79,,North America
faed7e3d-571a-4be0-9c77-0edef4e392af,2024-09-07,243.0,1000,Smartphone,Électronique,5.0,663.5,,Amérique du Sud
0624cce4-2e79-4fcf-ace2-f341bff651b2,2024-11-18,152.0,1008,Lampe,Maison,,102.69,,North America
528018f3-6044-4aab-821a-95842adf5921,2024-12-14,279.0,1020,Parfum,Beauté,1.0,1217.66,,Afrique
cff3b8cc-6c97-4861-ac8e-c4f708a37a8a,2024-09-25,453.0,1007,Chaise,Maison,2.0,627.18,,Asie
11c28b19-789d-465e-bf40-0527611d58df,2023-06-10,142.0,1012,Robe,Vêtements,,449.54,,Asiae
8e1e1eef-18fb-4880-a12e-95623dfa7590,2024-12-06,339.0,1019,Altères,Sports,1.0,1111.43,,Asie
7f8e587a-15b1-4c7a-8982-221c0d33fdf3,2024-05-30,254.0,1008,Lampe,Maison,2.0,264.85,,Amérique du Nord
8a770974-00ca-4800-bc34-48b84725f38e,2025-02-12,562.0,1013,Veste,Vêtements,,707.52,,Europe
8b395328-ef0e-4ea9-961f-f6a6a65853a6,2024-04-11,482.0,1022,Fond de Teint,Beauté,5.0,683.78,,Asie
a358ca88-e7a9-4d92-9f7a-868f99cf9ad6,2023-06-08,86.0,1020,Parfum,Beauté,4.0,819.12,,Amérique du Sud
d9b3242f-f7b2-42b5-a1db-627b19876895,2025-03-04,144.0,1004,Caméra,Électronique,2.0,1189.98,,Afrique
d2ba0db9-020f-426d-a8a0-abd4c4d80b73,2023-09-30,373.0,1014,Pull,Vêtements,5.0,1414.3,,North America
b9682d67-f624-478f-9760-1d69a0e4838f,2022-12-14,373.0,1019,Altères,Sports,1.0,1103.13,,Afrique
0f03bcac-b73c-40a4-8893-9d7094b8c59d,2023-09-04,314.0,1007,Chaise,Maison,1.0,1010.06,,Afrique
a5288606-7e06-48f7-aff3-4dc7185f811a,2024-11-11,551.0,1024,Shampoing,Beauté,3.0,979.01,,Afrique
622ceaab-0016-4080-bc28-0eb654d10f78,2023-09-06,200.0,1018,Ballon de Foot,Sports,0.0,740.13,,Amérique du Nord
49fea30c-fc9c-4742-ac10-1bc2ae09b2f0,2022-12-29,464.0,1013,Veste,Vêtements,-1.0,161.38,,Amérique du Sud
bb96dc1d-b66c-4c83-85bf-159c2f866881,2024-12-01,527.0,1022,Fond de Teint,Beauté,,1418.06,,Europe
2c9e1e19-7fcc-4276-bb67-64252ed9ebcd,2023-04-13,280.0,1010,Jean,Vêtements,5.0,1455.43,,Asiae
4c0985be-1029-4786-8d0c-fb1ec290e1f6,2024-03-28,337.0,1000,Smartphone,Électronique,,285.44,,Eurpoe
ed64fe63-902b-4f4b-b0b5-ea9e02c3d2e7,2023-11-02,65.0,1015,Vélo,Sports,,309.32,,Amérique du Sud
20e355a4-5998-47fd-a598-fa871f48b872,2025-01-18,362.0,1014,Pull,Vêtements,,1459.85,,Asie
b3d4a396-450e-4728-9865-5d2160b84f5a,2023-02-13,239.0,1009,Tapis,Maison,1.0,144.35,,Amérique du Nord
c24a8d8b-75d6-4c1b-b238-33f97dba3b04,2024-01-26,521.0,1003,Tablette,Électronique,3.0,1076.32,,Afrique
5628067b-cec4-4b18-9004-19fe0b4ffa89,2023-08-30,114.0,1015,Vélo,Sports,,829.14,,Asiae
8f041080-8c17-4a90-b716-630630904b03,2022-05-27,497.0,1019,Altères,Sports,3.0,417.99,,Asiae
98c740a2-d4a5-4753-b55f-73ae86336506,2024-08-16,276.0,1016,Tapis de Yoga,Sports,5.0,427.84,,Afrique
b7a5e8af-a173-4d41-8f0a-ce63962b2fb1,2024-09-21,193.0,1018,Ballon de Foot,Sports,,672.59,,North America
d6c4777e-5577-466a-aebe-f52c501f2bbe,2025-01-20,391.0,1017,Raquette de Tennis,Sports,0.0,486.06,,Asie
b7259d05-7bee-4e17-a9aa-cb85d6f4aa84,2024-05-01,325.0,1007,Chaise,Maison,0.0,1164.44,,Europe
69725a3a-9904-4ab0-ba3c-ac4823873020,2022-12-01,285.0,1015,Vélo,Sports,0.0,997.21,,Amérique du Sud
fa13435a-70c0-42a3-be53-2974dfe5525c,2024-02-23,273.0,1001,Laptop,Électronique,3.0,887.32,,Amérique du Nord
497028cc-ae4e-483f-96c8-6b7db3a996a6,2022-07-15,172.0,1014,Pull,Vêtements,2.0,688.11,,Amérique du Sud
2b619fec-70b8-413b-9c9b-b84d825a83f0,2025-04-17,174.0,1020,Parfum,Beauté,3.0,1173.38,,Afrique
4044cbca-763d-4291-96df-87a221fbf6f6,2024-10-18,294.0,1022,Fond de Teint,Beauté,0.0,1278.39,,Asiae
ed27e609-8578-48d9-baa1-295ac77aebcf,2024-07-02,455.0,1020,Parfum,Beauté,,58.67,,Amérique du Nord
96be5823-9659-423c-a12e-aab4091201b9,2022-10-06,207.0,1021,Crème Hydratante,Beauté,5.0,1121.42,,Asiae
189a9f1d-9c2c-4aa5-b217-c6daca315d53,2024-05-06,488.0,1024,Shampoing,Beauté,2.0,1042.53,,Europe
6037b42b-1b21-4e85-bc7e-f8c7efb5dc06,2023-08-23,213.0,1001,Laptop,Électronique,5.0,648.88,,Asie
edda3ab7-9fcd-428e-9094-7df3fdc27485,2024-12-06,29.0,1018,Ballon de Foot,Sports,3.0,123.06,,Asiae
7bab4e10-62e5-45db-9806-bb72209a3913,2023-09-16,346.0,1007,Chaise,Maison,,218.96,,North America
99fc88ed-06d3-4c39-a061-d2541dc2e596,2024-03-16,187.0,1014,Pull,Vêtements,5.0,1348.87,,North America
5df2ec2e-1195-4148-9ae8-aed8a6e6da34,2024-02-19,559.0,1021,Crème Hydratante,Beauté,3.0,1418.13,,Afrique
117f8e37-1835-480e-a307-87f81ab5677b,2023-03-27,96.0,1013,Veste,Vêtements,5.0,456.67,,Asiae
09fb0f8f-fb15-44b2-aa6c-bb005df56219,2022-05-16,290.0,1003,Tablette,Électronique,4.0,541.64,,Afrique
4dd3581c-cd42-455c-ba72-241dcc482913,2023-10-19,,1009,Tapis,Maison,1.0,989.05,,Afrique
66943df7-1fc3-4e33-b268-07f583339253,2023-10-18,277.0,1021,Crème Hydratante,Beauté,1.0,1119.03,,Afrique
f697713e-c6b2-4207-a797-2d7186bff391,2022-05-24,500.0,1007,Chaise,Maison,-1.0,289.25,,Afrique
1188c938-9713-410f-8e4c-f1c51b5dea8d,2023-08-15,303.0,1023,Rouge à Lèvres,Beauté,3.0,1355.59,,Europe
2c27cb66-e61e-496e-8ce5-23ae111427e3,2023-06-03,578.0,1014,Pull,Vêtements,1.0,1099.88,,Amérique du Nord
7d0438d3-4e8f-47c5-9770-e13e74688b83,2024-01-28,331.0,1010,Jean,Vêtements,0.0,202.58,,Eurpoe
aa0e76ef-a965-4f4e-897b-96c0a26b9086,2024-12-02,345.0,1008,Lampe,Maison,3.0,1237.91,,North America
4b08a738-f0c6-4149-bbb9-e6922047dd05,2024-01-12,142.0,1009,Tapis,Maison,-1.0,705.16,,Amérique du Nord
0272eba1-f33b-405f-b788-4b42906ec188,2025-02-10,455.0,1007,Chaise,Maison,0.0,1207.86,,Eurpoe
19e9469d-6a63-4979-b3a6-a86b3d26d1ca,2025-03-10,191.0,1012,Robe,Vêtements,1.0,189.77,,Eurpoe
ff66d98d-0fd2-4e67-bdb1-28cb043616fe,2022-10-13,288.0,1021,Crème Hydratante,Beauté,5.0,1234.51,,Eurpoe
315c6a71-37d4-45c1-8c6d-36ec05ad7720,2022-09-01,262.0,1007,Chaise,Maison,,1326.93,,Eurpoe
426561e7-26ed-4323-8f78-b1df38a4d698,2022-09-14,417.0,1007,Chaise,Maison,2.0,699.08,,Afrique
07890604-9c48-4fd9-9a99-7e3c66515f30,2023-01-10,272.0,1003,Tablette,Électronique,3.0,60.63,,North America
b52255c7-97a0-4342-bc5a-a5fc697f1bf0,2022-12-10,474.0,1007,Chaise,Maison,3.0,559.66,,Asiae
3f539901-8b53-47ae-b999-18abcae093a0,2023-06-15,52.0,1023,Rouge à Lèvres,Beauté,3.0,984.11,,North America
9d92ba96-001c-434e-a856-dcd1aa409049,2024-08-03,456.0,1008,Lampe,Maison,1.0,329.82,,North America
69405e29-7c4d-4024-b50f-2b55a2e95aa4,2023-02-06,134.0,1011,T-shirt,Vêtements,2.0,554.17,,Eurpoe
43d8941c-db9e-4b8c-a259-5196752a48f3,2022-08-18,380.0,1008,Lampe,Maison,4.0,1423.77,,North America
d211834f-25f0-4179-a194-0180f5951819,2025-04-09,212.0,1006,Table,Maison,1.0,503.6,,Amérique du Sud
b1400feb-e4b4-4896-9059-709f8fa209b2,2024-10-12,587.0,1006,Table,Maison,2.0,833.54,,Asie
0a970d79-9ea8-4e48-8b47-1d69bf3ab94d,2022-09-12,469.0,1007,Chaise,Maison,-1.0,1184.02,,Europe
3fbef451-2090-4e8a-9a93-51f8782f8a36,2022-09-02,167.0,1004,Caméra,Électronique,3.0,1198.78,,Amérique du Nord
d766cd4d-e358-48e9-8f4e-9eb21d674eb1,2023-09-25,278.0,1000,Smartphone,Électronique,3.0,1186.03,,Asie
ef94df2d-8515-4003-82f5-1c7207ae5f5a,2024-09-09,516.0,1000,Smartphone,Électronique,3.0,194.5,,Asiae
9331262c-4bba-4a41-8e6c-e1ff0b93d257,2023-11-20,114.0,1023,Rouge à Lèvres,Beauté,2.0,1168.14,,Amérique du Nord
6f9215b9-9990-4982-8ddd-bfcf16150ec2,2023-02-25,8.0,1007,Chaise,Maison,1.0,1363.58,,Afrique
213374e3-4238-49d0-a751-726b36c7b688,2024-12-13,54.0,1000,Smartphone,Électronique,1.0,1271.71,,Asiae
235fed02-33b4-4c09-8caa-09a36b21f3ab,2025-01-14,305.0,1015,Vélo,Sports,,125.78,,Amérique du Sud
1ef29b2d-3671-41ad-b8e2-cafe918cb58f,2023-03-05,510.0,1008,Lampe,Maison,-1.0,898.1,,Afrique
96ed9ba5-2edb-409e-8bbe-ed282c39bc64,2024-05-01,204.0,1019,Altères,Sports,0.0,1054.16,,Asie
5e287722-7b90-4a06-a430-b532d131c2db,2022-12-20,157.0,1007,Chaise,Maison,0.0,682.98,,Asiae
4c1c3737-4834-422d-9a2b-f4a93923f40b,2022-05-29,558.0,1010,Jean,Vêtements,0.0,386.06,,Amérique du Sud
5567a5da-deff-4260-9a15-d12b3d4d12e8,2023-10-01,262.0,1015,Vélo,Sports,2.0,132.62,,Asiae
a2d76883-bece-4c14-aece-dcbddc8c17de,2023-05-12,537.0,1023,Rouge à Lèvres,Beauté,-1.0,836.77,,Eurpoe
4adcae61-36ba-42b1-9780-12f9b2569eb0,2023-05-21,358.0,1013,Veste,Vêtements,-1.0,1411.99,,Asiae
2f5dc08a-c567-4b10-a59f-3a7fb9847b76,2023-11-01,430.0,1023,Rouge à Lèvres,Beauté,1.0,902.61,,Eurpoe
8d98fb86-4b72-4266-b4e8-387e7c2eb051,2023-03-15,295.0,1016,Tapis de Yoga,Sports,4.0,725.87,,Amérique du Nord
f05ab973-ed3d-4a02-89f9-52cc6916a424,2023-06-05,134.0,1017,Raquette de Tennis,Sports,-1.0,421.46,,Asie
07035d7f-58b7-4c56-a92d-b965cb297bbf,2024-10-13,156.0,1017,Raquette de Tennis,Sports,1.0,988.46,,Afrique
f6592d99-f912-415b-9f17-4fac6b4756d6,2025-01-27,325.0,1008,Lampe,Maison,5.0,529.78,,Amérique du Sud
c0c41174-fa8a-4610-b1aa-c9a09f8a6574,2023-04-22,313.0,1018,Ballon de Foot,Sports,0.0,1112.75,,Europe
713ab7f2-3af3-4c32-add2-b78a6e5bad83,2024-07-29,60.0,1016,Tapis de Yoga,Sports,4.0,683.2,,Amérique du Sud
1b1add5c-bd48-4eaa-91dd-7256c9b5e74b,2024-03-12,376.0,1023,Rouge à Lèvres,Beauté,-1.0,853.55,,Amérique du Nord
b225ccfb-82cb-4662-94ce-0cf8e21f072c,2024-10-19,453.0,1004,Caméra,Électronique,3.0,79.39,,Amérique du Nord
5e9e51b8-cdc7-4d3c-9afc-fb32663be417,2022-10-23,500.0,1021,Crème Hydratante,Beauté,0.0,665.86,,Afrique
a28778a9-e25d-4f72-a570-115e98c78666,2022-08-29,364.0,1016,Tapis de Yoga,Sports,2.0,170.78,,North America
dfa64af1-94f2-47d9-a8d4-ab377379587b,2025-02-01,,1009,Tapis,Maison,1.0,1476.75,,Europe
0c901d2e-7533-4019-bed5-1832ebe89d24,2023-01-06,295.0,1009,Tapis,Maison,4.0,1147.42,,Afrique
