order_id,order_date,customer_id,product_id,product_name,category,quantity,price,revenue,region,order_year,order_month,order_month_name
2244e26f-51dd-419c-ad8f-1c4eee09ebf5,2024-11-25,414,1015,Vélo,Sports,1.0,547.66,547.66,Afrique,2024,11,November
b3ff827b-b25b-479c-b2de-13978fc3aa5c,2022-09-18,470,1007,Chaise,Maison,2.0,731.56,1463.12,Amérique du Nord,2022,9,September
d42ac9ff-a26e-4ac0-9f4d-17d63a580b34,2023-09-30,372,1017,Raquette de Tennis,Sports,3.0,715.55,2146.6499999999996,Amérique du Sud,2023,9,September
6a39f387-e72a-4a09-b5a5-59b19a388f71,2022-09-15,108,1022,Fond de Teint,Beauté,1.0,1358.6,1358.6,Europe,2022,9,September
9e029c5b-00d0-47b6-a083-c25c2f241b3b,2024-02-29,503,1007,Chaise,Maison,5.0,325.28,1626.3999999999999,Amérique du Sud,2024,2,February
72340788-5bf5-46e3-a731-d4a3d19deed4,2022-10-26,56,1020,Parfum,Beauté,2.0,1093.68,2187.36,Amérique du Nord,2022,10,October
5f9aaa6d-47b6-4292-87b0-fccf0fc9d2a4,2024-03-27,42,1017,Raquette de Tennis,Sports,1.0,1389.92,1389.92,Asie,2024,3,March
6a4e3c80-ae0e-4e76-a38f-b5ae4955ecb1,2023-10-05,179,1017,Raquette de Tennis,Sports,1.0,90.46,90.46,Amérique du Nord,2023,10,October
7a7a7d8c-0733-4980-b4ec-b66af045062a,2023-04-16,334,1016,Tapis de Yoga,Sports,3.0,764.2,2292.6000000000004,Amérique du Sud,2023,4,April
b1152eac-2f48-49d4-87d4-83849a58fbbf,2023-11-01,516,1002,Casque Audio,Électronique,4.0,1412.69,5650.76,Asie,2023,11,November
4a7410d7-b084-41db-8ef4-a1ee9a9675de,2024-11-02,587,1001,Laptop,Électronique,2.0,877.59,1755.18,Europe,2024,11,November
f11ed74e-ca97-4409-aa64-cf09941a64b7,2023-06-29,45,1006,Table,Maison,5.0,526.77,2633.85,Amérique du Nord,2023,6,June
1b70db61-2f7f-4c0c-979b-34e3b9a13429,2023-05-04,173,1011,T-shirt,Vêtements,5.0,1251.45,6257.25,Afrique,2023,5,May
8bf7d0a5-c35d-4051-aed0-12841c63d50f,2024-08-24,558,1020,Parfum,Beauté,1.0,834.13,834.13,Amérique du Nord,2024,8,August
c2f2cf7d-1b64-4eec-ae8f-5bdad78661e1,2025-02-11,128,1004,Caméra,Électronique,5.0,165.02,825.1,Amérique du Sud,2025,2,February
cdd9e9e3-dabd-478d-9613-0a4468ac6aa9,2022-06-22,321,1019,Altères,Sports,4.0,309.38,1237.52,Afrique,2022,6,June
54665c66-ff30-40f1-b48c-91fb4a3a167a,2022-12-04,565,1008,Lampe,Maison,1.0,638.25,638.25,Afrique,2022,12,December
b3bee483-7262-4fae-81c4-a9df9843640a,2025-03-21,241,1010,Jean,Vêtements,3.0,396.62,1189.8600000000001,Amérique du Nord,2025,3,March
faa258ce-02fd-4d0b-9195-ea1758913eba,2022-07-24,528,1013,Veste,Vêtements,1.0,1417.85,1417.85,Amérique du Sud,2022,7,July
d71d7c23-476d-4cab-80eb-242edb90f3ad,2024-09-24,464,1011,T-shirt,Vêtements,3.0,67.53,202.59,Europe,2024,9,September
03917afb-aa00-40fe-b619-6ad9649ed112,2023-06-23,260,1013,Veste,Vêtements,4.0,1182.12,4728.48,Amérique du Nord,2023,6,June
30720ef5-4a60-406a-86a2-a279e8337079,2023-11-06,208,1007,Chaise,Maison,4.0,293.73,1174.92,Europe,2023,11,November
2b8f8b37-9c38-4885-80bb-1861b807f645,2023-06-13,364,1002,Casque Audio,Électronique,5.0,766.56,3832.7999999999997,Europe,2023,6,June
cf9a3d67-b114-4dbb-880a-99cce523bbb1,2023-02-03,281,1003,Tablette,Électronique,5.0,1443.99,7219.95,Afrique,2023,2,February
b1e26942-7021-4914-a210-0838ee41dbeb,2024-02-18,229,1016,Tapis de Yoga,Sports,2.0,867.0,1734.0,Afrique,2024,2,February
6ec1a328-f743-41c2-9391-e6889ba15797,2024-08-23,135,1013,Veste,Vêtements,1.0,1210.73,1210.73,Asie,2024,8,August
f28cf695-120c-4dc2-b120-d47a44655a09,2023-05-24,274,1009,Tapis,Maison,5.0,492.64,2463.2,Afrique,2023,5,May
8733ffd6-1d51-4baf-acc9-1014f18248a7,2025-02-13,502,1023,Rouge à Lèvres,Beauté,3.0,429.26,1287.78,Europe,2025,2,February
7a4158e1-bfea-4027-83f3-96ad94bbbb6f,2023-05-22,552,1024,Shampoing,Beauté,4.0,340.84,1363.36,Asie,2023,5,May
dc1dcb53-c01a-4c3d-932c-4a289efd740d,2025-03-25,586,1001,Laptop,Électronique,4.0,918.85,3675.4,Amérique du Nord,2025,3,March
904c4f39-8791-4ec0-be89-a02ca62f17a7,2025-03-11,378,1020,Parfum,Beauté,4.0,579.05,2316.2,Asie,2025,3,March
8e790b3a-968e-4a06-aee5-f43e03f734a5,2022-11-28,496,1020,Parfum,Beauté,1.0,1291.36,1291.36,Amérique du Nord,2022,11,November
e082ba01-3bf5-4734-ab6d-5e14eec55180,2022-08-22,178,1007,Chaise,Maison,3.0,1045.39,3136.17,Amérique du Nord,2022,8,August
b837b8f3-3c18-4b1e-9543-52a9dfab6471,2023-08-23,466,1007,Chaise,Maison,2.0,1203.12,2406.24,Europe,2023,8,August
8e70bc12-d6d2-4e7a-ba76-9b490d956289,2023-07-28,306,1007,Chaise,Maison,5.0,1340.08,6700.4,Amérique du Nord,2023,7,July
2a4155d9-6676-4b21-ae83-2747ac15ab26,2024-07-30,466,1024,Shampoing,Beauté,1.0,1149.56,1149.56,Asie,2024,7,July
0fdde514-ced8-406e-ba7d-6d7721d6d073,2022-11-06,482,1011,T-shirt,Vêtements,5.0,1280.9,6404.5,Asie,2022,11,November
b9acbb2a-c46c-4bc7-aad6-38500310a77b,2023-07-21,449,1023,Rouge à Lèvres,Beauté,4.0,413.04,1652.16,Amérique du Nord,2023,7,July
c1830804-b8df-4a26-837a-296b370ea404,2022-08-19,468,1017,Raquette de Tennis,Sports,1.0,889.88,889.88,Europe,2022,8,August
391c2295-d438-418e-b5c6-bf122b3cc803,2025-04-20,5,1013,Veste,Vêtements,3.0,276.68,830.04,Afrique,2025,4,April
0f4ce328-5d18-424c-a880-87dd7537b1db,2023-09-12,307,1013,Veste,Vêtements,5.0,708.11,3540.55,Europe,2023,9,September
cb598f99-252a-4c2f-a232-ed5b645e15ce,2023-11-11,403,1011,T-shirt,Vêtements,4.0,1172.94,4691.76,Europe,2023,11,November
8765717d-d520-4add-a1d8-d3943f83d631,2022-11-10,330,1007,Chaise,Maison,4.0,933.9,3735.6,Asie,2022,11,November
13ecf710-444c-4297-8287-6554661d0afe,2023-10-08,216,1021,Crème Hydratante,Beauté,2.0,330.86,661.72,Afrique,2023,10,October
f1746560-5b56-4c5e-97b6-0bea6cff9ba8,2024-02-15,152,1005,Canapé,Maison,2.0,249.83,499.66,Afrique,2024,2,February
3c947ae9-10e2-49b0-8943-5d4308c14226,2023-06-15,34,1000,Smartphone,Électronique,5.0,1362.5,6812.5,Asie,2023,6,June
6d4a3bbd-5b5d-4dc4-9b31-4b1033fb29da,2023-05-03,131,1022,Fond de Teint,Beauté,4.0,1037.47,4149.88,Asie,2023,5,May
82699ac9-33b6-481b-bfbc-560eb0824bce,2024-02-27,258,1024,Shampoing,Beauté,5.0,902.62,4513.1,Amérique du Nord,2024,2,February
831e8943-d2bf-4f41-992f-a405cf64f676,2022-05-31,284,1018,Ballon de Foot,Sports,1.0,645.43,645.43,Europe,2022,5,May
da702e95-d77b-44c8-980e-93fd4617b1ac,2024-08-20,478,1007,Chaise,Maison,2.0,678.95,1357.9,Amérique du Nord,2024,8,August
42cd1bfb-4a01-49e4-9b82-76860a5d51be,2024-09-30,498,1016,Tapis de Yoga,Sports,4.0,1081.51,4326.04,Amérique du Nord,2024,9,September
f4dfe528-0a4d-4223-93ad-1ad0abe28e03,2023-02-04,62,1014,Pull,Vêtements,5.0,349.65,1748.25,Asie,2023,2,February
1491bec1-6a62-4f33-a6eb-f84d6f1a43e1,2024-06-11,580,1023,Rouge à Lèvres,Beauté,3.0,1109.21,3327.63,Afrique,2024,6,June
090fd2d0-4479-442b-a03b-454a40345998,2024-03-02,58,1024,Shampoing,Beauté,5.0,1249.78,6248.9,Afrique,2024,3,March
7bb73e28-c1f5-46c0-baba-118e9ba03642,2025-04-25,269,1005,Canapé,Maison,5.0,803.53,4017.6499999999996,Afrique,2025,4,April
70f0a4a5-8c14-4d9a-93af-2d5dc364ad9b,2024-10-31,394,1001,Laptop,Électronique,5.0,193.79,968.9499999999999,Amérique du Nord,2024,10,October
faed7e3d-571a-4be0-9c77-0edef4e392af,2024-09-07,243,1000,Smartphone,Électronique,5.0,663.5,3317.5,Amérique du Sud,2024,9,September
528018f3-6044-4aab-821a-95842adf5921,2024-12-14,279,1020,Parfum,Beauté,1.0,1217.66,1217.66,Afrique,2024,12,December
cff3b8cc-6c97-4861-ac8e-c4f708a37a8a,2024-09-25,453,1007,Chaise,Maison,2.0,627.18,1254.36,Asie,2024,9,September
8e1e1eef-18fb-4880-a12e-95623dfa7590,2024-12-06,339,1019,Altères,Sports,1.0,1111.43,1111.43,Asie,2024,12,December
7f8e587a-15b1-4c7a-8982-221c0d33fdf3,2024-05-30,254,1008,Lampe,Maison,2.0,264.85,529.7,Amérique du Nord,2024,5,May
8b395328-ef0e-4ea9-961f-f6a6a65853a6,2024-04-11,482,1022,Fond de Teint,Beauté,5.0,683.78,3418.8999999999996,Asie,2024,4,April
a358ca88-e7a9-4d92-9f7a-868f99cf9ad6,2023-06-08,86,1020,Parfum,Beauté,4.0,819.12,3276.48,Amérique du Sud,2023,6,June
d9b3242f-f7b2-42b5-a1db-627b19876895,2025-03-04,144,1004,Caméra,Électronique,2.0,1189.98,2379.96,Afrique,2025,3,March
d2ba0db9-020f-426d-a8a0-abd4c4d80b73,2023-09-30,373,1014,Pull,Vêtements,5.0,1414.3,7071.5,Amérique du Nord,2023,9,September
b9682d67-f624-478f-9760-1d69a0e4838f,2022-12-14,373,1019,Altères,Sports,1.0,1103.13,1103.13,Afrique,2022,12,December
0f03bcac-b73c-40a4-8893-9d7094b8c59d,2023-09-04,314,1007,Chaise,Maison,1.0,1010.06,1010.06,Afrique,2023,9,September
a5288606-7e06-48f7-aff3-4dc7185f811a,2024-11-11,551,1024,Shampoing,Beauté,3.0,979.01,2937.0299999999997,Afrique,2024,11,November
2c9e1e19-7fcc-4276-bb67-64252ed9ebcd,2023-04-13,280,1010,Jean,Vêtements,5.0,1455.43,7277.150000000001,Asie,2023,4,April
b3d4a396-450e-4728-9865-5d2160b84f5a,2023-02-13,239,1009,Tapis,Maison,1.0,144.35,144.35,Amérique du Nord,2023,2,February
c24a8d8b-75d6-4c1b-b238-33f97dba3b04,2024-01-26,521,1003,Tablette,Électronique,3.0,1076.32,3228.96,Afrique,2024,1,January
8f041080-8c17-4a90-b716-630630904b03,2022-05-27,497,1019,Altères,Sports,3.0,417.99,1253.97,Asie,2022,5,May
98c740a2-d4a5-4753-b55f-73ae86336506,2024-08-16,276,1016,Tapis de Yoga,Sports,5.0,427.84,2139.2,Afrique,2024,8,August
fa13435a-70c0-42a3-be53-2974dfe5525c,2024-02-23,273,1001,Laptop,Électronique,3.0,887.32,2661.96,Amérique du Nord,2024,2,February
497028cc-ae4e-483f-96c8-6b7db3a996a6,2022-07-15,172,1014,Pull,Vêtements,2.0,688.11,1376.22,Amérique du Sud,2022,7,July
2b619fec-70b8-413b-9c9b-b84d825a83f0,2025-04-17,174,1020,Parfum,Beauté,3.0,1173.38,3520.1400000000003,Afrique,2025,4,April
96be5823-9659-423c-a12e-aab4091201b9,2022-10-06,207,1021,Crème Hydratante,Beauté,5.0,1121.42,5607.1,Asie,2022,10,October
189a9f1d-9c2c-4aa5-b217-c6daca315d53,2024-05-06,488,1024,Shampoing,Beauté,2.0,1042.53,2085.06,Europe,2024,5,May
6037b42b-1b21-4e85-bc7e-f8c7efb5dc06,2023-08-23,213,1001,Laptop,Électronique,5.0,648.88,3244.4,Asie,2023,8,August
edda3ab7-9fcd-428e-9094-7df3fdc27485,2024-12-06,29,1018,Ballon de Foot,Sports,3.0,123.06,369.18,Asie,2024,12,December
99fc88ed-06d3-4c39-a061-d2541dc2e596,2024-03-16,187,1014,Pull,Vêtements,5.0,1348.87,6744.349999999999,Amérique du Nord,2024,3,March
5df2ec2e-1195-4148-9ae8-aed8a6e6da34,2024-02-19,559,1021,Crème Hydratante,Beauté,3.0,1418.13,4254.39,Afrique,2024,2,February
117f8e37-1835-480e-a307-87f81ab5677b,2023-03-27,96,1013,Veste,Vêtements,5.0,456.67,2283.35,Asie,2023,3,March
09fb0f8f-fb15-44b2-aa6c-bb005df56219,2022-05-16,290,1003,Tablette,Électronique,4.0,541.64,2166.56,Afrique,2022,5,May
4dd3581c-cd42-455c-ba72-241dcc482913,2023-10-19,-1,1009,Tapis,Maison,1.0,989.05,989.05,Afrique,2023,10,October
66943df7-1fc3-4e33-b268-07f583339253,2023-10-18,277,1021,Crème Hydratante,Beauté,1.0,1119.03,1119.03,Afrique,2023,10,October
1188c938-9713-410f-8e4c-f1c51b5dea8d,2023-08-15,303,1023,Rouge à Lèvres,Beauté,3.0,1355.59,4066.7699999999995,Europe,2023,8,August
2c27cb66-e61e-496e-8ce5-23ae111427e3,2023-06-03,578,1014,Pull,Vêtements,1.0,1099.88,1099.88,Amérique du Nord,2023,6,June
aa0e76ef-a965-4f4e-897b-96c0a26b9086,2024-12-02,345,1008,Lampe,Maison,3.0,1237.91,3713.7300000000005,Amérique du Nord,2024,12,December
19e9469d-6a63-4979-b3a6-a86b3d26d1ca,2025-03-10,191,1012,Robe,Vêtements,1.0,189.77,189.77,Europe,2025,3,March
ff66d98d-0fd2-4e67-bdb1-28cb043616fe,2022-10-13,288,1021,Crème Hydratante,Beauté,5.0,1234.51,6172.55,Europe,2022,10,October
426561e7-26ed-4323-8f78-b1df38a4d698,2022-09-14,417,1007,Chaise,Maison,2.0,699.08,1398.16,Afrique,2022,9,September
07890604-9c48-4fd9-9a99-7e3c66515f30,2023-01-10,272,1003,Tablette,Électronique,3.0,60.63,181.89000000000001,Amérique du Nord,2023,1,January
b52255c7-97a0-4342-bc5a-a5fc697f1bf0,2022-12-10,474,1007,Chaise,Maison,3.0,559.66,1678.98,Asie,2022,12,December
3f539901-8b53-47ae-b999-18abcae093a0,2023-06-15,52,1023,Rouge à Lèvres,Beauté,3.0,984.11,2952.33,Amérique du Nord,2023,6,June
9d92ba96-001c-434e-a856-dcd1aa409049,2024-08-03,456,1008,Lampe,Maison,1.0,329.82,329.82,Amérique du Nord,2024,8,August
69405e29-7c4d-4024-b50f-2b55a2e95aa4,2023-02-06,134,1011,T-shirt,Vêtements,2.0,554.17,1108.34,Europe,2023,2,February
43d8941c-db9e-4b8c-a259-5196752a48f3,2022-08-18,380,1008,Lampe,Maison,4.0,1423.77,5695.08,Amérique du Nord,2022,8,August
d211834f-25f0-4179-a194-0180f5951819,2025-04-09,212,1006,Table,Maison,1.0,503.6,503.6,Amérique du Sud,2025,4,April
b1400feb-e4b4-4896-9059-709f8fa209b2,2024-10-12,587,1006,Table,Maison,2.0,833.54,1667.08,Asie,2024,10,October
3fbef451-2090-4e8a-9a93-51f8782f8a36,2022-09-02,167,1004,Caméra,Électronique,3.0,1198.78,3596.34,Amérique du Nord,2022,9,September
d766cd4d-e358-48e9-8f4e-9eb21d674eb1,2023-09-25,278,1000,Smartphone,Électronique,3.0,1186.03,3558.09,Asie,2023,9,September
ef94df2d-8515-4003-82f5-1c7207ae5f5a,2024-09-09,516,1000,Smartphone,Électronique,3.0,194.5,583.5,Asie,2024,9,September
9331262c-4bba-4a41-8e6c-e1ff0b93d257,2023-11-20,114,1023,Rouge à Lèvres,Beauté,2.0,1168.14,2336.28,Amérique du Nord,2023,11,November
6f9215b9-9990-4982-8ddd-bfcf16150ec2,2023-02-25,8,1007,Chaise,Maison,1.0,1363.58,1363.58,Afrique,2023,2,February
213374e3-4238-49d0-a751-726b36c7b688,2024-12-13,54,1000,Smartphone,Électronique,1.0,1271.71,1271.71,Asie,2024,12,December
5567a5da-deff-4260-9a15-d12b3d4d12e8,2023-10-01,262,1015,Vélo,Sports,2.0,132.62,265.24,Asie,2023,10,October
2f5dc08a-c567-4b10-a59f-3a7fb9847b76,2023-11-01,430,1023,Rouge à Lèvres,Beauté,1.0,902.61,902.61,Europe,2023,11,November
8d98fb86-4b72-4266-b4e8-387e7c2eb051,2023-03-15,295,1016,Tapis de Yoga,Sports,4.0,725.87,2903.48,Amérique du Nord,2023,3,March
07035d7f-58b7-4c56-a92d-b965cb297bbf,2024-10-13,156,1017,Raquette de Tennis,Sports,1.0,988.46,988.46,Afrique,2024,10,October
f6592d99-f912-415b-9f17-4fac6b4756d6,2025-01-27,325,1008,Lampe,Maison,5.0,529.78,2648.8999999999996,Amérique du Sud,2025,1,January
713ab7f2-3af3-4c32-add2-b78a6e5bad83,2024-07-29,60,1016,Tapis de Yoga,Sports,4.0,683.2,2732.8,Amérique du Sud,2024,7,July
b225ccfb-82cb-4662-94ce-0cf8e21f072c,2024-10-19,453,1004,Caméra,Électronique,3.0,79.39,238.17000000000002,Amérique du Nord,2024,10,October
a28778a9-e25d-4f72-a570-115e98c78666,2022-08-29,364,1016,Tapis de Yoga,Sports,2.0,170.78,341.56,Amérique du Nord,2022,8,August
dfa64af1-94f2-47d9-a8d4-ab377379587b,2025-02-01,-1,1009,Tapis,Maison,1.0,1476.75,1476.75,Europe,2025,2,February
0c901d2e-7533-4019-bed5-1832ebe89d24,2023-01-06,295,1009,Tapis,Maison,4.0,1147.42,4589.68,Afrique,2023,1,January
67cfe49f-f0fe-49a3-91eb-7e487385b432,2023-11-29,277,1014,Pull,Vêtements,2.0,865.76,1731.52,Asie,2023,11,November
0fbe2181-1de0-4fbb-a54d-92564ccf1b12,2024-04-13,364,1013,Veste,Vêtements,5.0,36.18,180.9,Europe,2024,4,April
03d15749-3087-468c-805c-9f7a34d80b00,2022-06-13,212,1003,Tablette,Électronique,4.0,603.67,2414.68,Amérique du Nord,2022,6,June
3ff6b76c-e4f5-4b7f-8ae7-6a5cdcfba19f,2023-02-20,57,1003,Tablette,Électronique,4.0,527.32,2109.28,Amérique du Sud,2023,2,February
bfd98b7f-0df6-4e45-bd7d-b57989c04019,2025-01-04,441,1004,Caméra,Électronique,5.0,905.59,4527.95,Amérique du Nord,2025,1,January
38f81c58-7e20-421e-beec-815a36a3de0e,2023-02-19,208,1002,Casque Audio,Électronique,5.0,61.22,306.1,Europe,2023,2,February
8471b0c9-5cd5-4828-bf56-298b5c0ab5f9,2024-04-07,140,1002,Casque Audio,Électronique,2.0,763.07,1526.14,Amérique du Nord,2024,4,April
694ecc1a-3c4a-4265-8703-defab86e28fe,2025-04-03,160,1023,Rouge à Lèvres,Beauté,1.0,1215.67,1215.67,Asie,2025,4,April
5261028a-8ad8-43ce-a09b-05a98f70cbcc,2023-05-08,387,1015,Vélo,Sports,3.0,678.53,2035.59,Europe,2023,5,May
3729375f-7df8-4668-bbe1-e53b59fc7e7d,2024-07-30,478,1002,Casque Audio,Électronique,3.0,1062.89,3188.67,Amérique du Nord,2024,7,July
c44dfcaa-1fed-49cd-a904-86d1ab283015,2023-12-02,342,1019,Altères,Sports,3.0,1377.32,4131.96,Asie,2023,12,December
d3b87423-cdc7-4e68-aab1-5e178770a210,2023-09-27,424,1010,Jean,Vêtements,1.0,972.72,972.72,Amérique du Nord,2023,9,September
4067b9fe-e224-4077-943b-a9690898ffe7,2024-12-21,162,1018,Ballon de Foot,Sports,3.0,468.8,1406.4,Asie,2024,12,December
db08fb51-d35f-4cc2-bdde-7ffca46b2c0c,2023-01-23,572,1022,Fond de Teint,Beauté,2.0,568.14,1136.28,Europe,2023,1,January
58213199-2730-423c-a215-168a46894f47,2024-09-10,97,1021,Crème Hydratante,Beauté,2.0,637.99,1275.98,Europe,2024,9,September
a35e0de4-6aff-4c5a-8b60-ea6f9b9f9a3d,2022-07-04,319,1009,Tapis,Maison,3.0,515.89,1547.67,Amérique du Nord,2022,7,July
3a4477ca-ed8c-4936-8d42-f3df4efab651,2024-11-13,76,1004,Caméra,Électronique,3.0,1267.42,3802.26,Amérique du Nord,2024,11,November
a3fec6b5-8cac-4841-89e4-be508eb2863d,2023-05-27,327,1017,Raquette de Tennis,Sports,1.0,1315.21,1315.21,Amérique du Sud,2023,5,May
b5a755ba-9024-4a10-b014-6c7dd4461559,2025-02-08,571,1004,Caméra,Électronique,3.0,1040.8,3122.3999999999996,Amérique du Sud,2025,2,February
ea197f32-09c1-4797-8667-416392661343,2025-01-24,595,1019,Altères,Sports,3.0,83.01,249.03000000000003,Amérique du Nord,2025,1,January
473772d3-35b3-46ee-b844-a7f4aca31b31,2022-11-02,271,1017,Raquette de Tennis,Sports,2.0,776.28,1552.56,Amérique du Nord,2022,11,November
b6e40361-c5a5-4251-8ca5-347cba06bb79,2023-09-30,446,1024,Shampoing,Beauté,3.0,1358.43,4075.29,Amérique du Sud,2023,9,September
5d1ad8db-06bd-4351-b7d5-8d5243373ba1,2025-04-04,395,1002,Casque Audio,Électronique,4.0,1327.52,5310.08,Europe,2025,4,April
6fe75ce4-baa0-41c7-b5a0-4bb70e95d6a9,2024-10-12,488,1010,Jean,Vêtements,2.0,976.69,1953.38,Amérique du Sud,2024,10,October
ed6438bb-af23-4b0d-a88a-8727037a2a88,2025-01-24,431,1000,Smartphone,Électronique,2.0,327.4,654.8,Amérique du Sud,2025,1,January
1f0ecb34-676c-4760-9733-27657b0cc09d,2022-10-26,199,1015,Vélo,Sports,1.0,864.7,864.7,Amérique du Sud,2022,10,October
51f49392-0468-49c8-913e-2a23cc6680f8,2023-10-06,177,1011,T-shirt,Vêtements,2.0,818.4,1636.8,Europe,2023,10,October
484862c4-f039-475a-90cd-f109e53d769e,2023-07-25,547,1015,Vélo,Sports,1.0,1471.65,1471.65,Afrique,2023,7,July
ed113452-9278-472c-a31c-3b4d4e0681ac,2023-08-20,307,1011,T-shirt,Vêtements,2.0,1100.75,2201.5,Amérique du Nord,2023,8,August
1c1bb325-a696-4dbf-8610-17b02075ff64,2024-01-02,589,1010,Jean,Vêtements,5.0,1483.74,7418.7,Amérique du Nord,2024,1,January
42b4ef1a-0b55-488c-bac0-c18daa28d35e,2022-10-04,534,1024,Shampoing,Beauté,4.0,1293.9,5175.6,Europe,2022,10,October
d77a6848-35ca-4a77-af6f-3ea73cb9fe3d,2024-06-08,232,1010,Jean,Vêtements,5.0,555.19,2775.9500000000003,Asie,2024,6,June
3412f108-29a7-4980-b160-e1ef1c882bae,2022-08-15,1,1016,Tapis de Yoga,Sports,5.0,1091.99,5459.95,Amérique du Nord,2022,8,August
9262e919-f7c9-427d-a952-ea7944fb726a,2022-08-22,492,1005,Canapé,Maison,5.0,124.7,623.5,Afrique,2022,8,August
dbdc5507-fc62-4b5f-8a27-aebe1cb62922,2023-11-09,237,1018,Ballon de Foot,Sports,1.0,1020.2,1020.2,Europe,2023,11,November
bcf11f75-24a9-4362-b9a4-bd57ea22fcf0,2022-12-01,312,1024,Shampoing,Beauté,2.0,796.54,1593.08,Asie,2022,12,December
e5186f7e-2a3b-4cb1-9ec5-8cabf98f0e35,2023-10-23,291,1008,Lampe,Maison,4.0,43.74,174.96,Amérique du Sud,2023,10,October
36eda7e9-3b05-4ff9-bc7a-99ff16d2c479,2023-11-23,103,1012,Robe,Vêtements,2.0,394.13,788.26,Amérique du Nord,2023,11,November
2a05b742-1e97-4a09-9231-6570e0539986,2024-05-20,552,1019,Altères,Sports,5.0,1497.95,7489.75,Asie,2024,5,May
8dbb5d8e-8f57-4b7e-96ca-699f2ffcc8c9,2024-06-15,506,1005,Canapé,Maison,3.0,765.59,2296.77,Amérique du Nord,2024,6,June
dbebac73-0d72-4e3b-8871-4bf41d21f8f1,2022-05-01,478,1004,Caméra,Électronique,4.0,44.29,177.16,Europe,2022,5,May
4f63a8e0-8b04-4296-88d1-d63a31ff4953,2025-03-07,185,1017,Raquette de Tennis,Sports,3.0,133.89,401.66999999999996,Afrique,2025,3,March
b99108b8-e4a6-4dee-95e9-2fdf47d9abbd,2025-01-16,331,1010,Jean,Vêtements,2.0,1021.76,2043.52,Europe,2025,1,January
359ec16d-572c-4e9d-af48-7cbe7b703909,2024-05-03,406,1024,Shampoing,Beauté,3.0,197.9,593.7,Europe,2024,5,May
e43972d8-5327-4c71-b522-eb388a006137,2023-12-13,435,1016,Tapis de Yoga,Sports,3.0,247.14,741.42,Asie,2023,12,December
bbfc647a-54cc-4feb-b714-7f94dc9eff15,2024-04-25,436,1016,Tapis de Yoga,Sports,5.0,379.65,1898.25,Afrique,2024,4,April
ef5b1b69-130f-44f6-ae0b-f51378b8a78b,2023-09-03,164,1009,Tapis,Maison,2.0,257.11,514.22,Amérique du Sud,2023,9,September
713b7b15-5959-4f38-a943-a64afc064da2,2024-09-26,402,1020,Parfum,Beauté,5.0,1151.6,5758.0,Asie,2024,9,September
